objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
1627,Nova Scotia,Amherst I Wind Farm,31.5,AMW9,15-Sep,2100,97,90,Suzlon,S97/2100,2012,45.82968154,-64.24911267,NA
1628,Nova Scotia,Amherst I Wind Farm,31.5,AMW10,15-Oct,2100,97,90,Suzlon,S97/2100,2012,45.83231946,-64.24224739,NA
1629,Nova Scotia,Amherst I Wind Farm,31.5,AMW11,15-Nov,2100,97,90,Suzlon,S97/2100,2012,45.8256386,-64.25113259,NA
1630,Nova Scotia,Amherst I Wind Farm,31.5,AMW12,15-Dec,2100,97,90,Suzlon,S97/2100,2012,45.8280783,-64.24604648,NA
1631,Nova Scotia,Amherst I Wind Farm,31.5,AMW13,13/15,2100,97,90,Suzlon,S97/2100,2012,45.82866716,-64.24116137,NA
1632,Nova Scotia,Amherst I Wind Farm,31.5,AMW14,14/15,2100,97,90,Suzlon,S97/2100,2012,45.8243217,-64.24861458,NA
1633,Nova Scotia,Amherst I Wind Farm,31.5,AMW15,15/15,2100,97,90,Suzlon,S97/2100,2012,45.82445824,-64.24376605,NA
1634,Nova Scotia,Fairmont,4.6,FAI1,2-Jan,2300,82,78,Enercon,E-82/2300,2012,45.68217645,-61.99127437,NA
1635,Nova Scotia,Fairmont,4.6,FAI2,2-Feb,2300,82,78,Enercon,E-82/2300,2012,45.67985743,-61.98813472,NA
1636,Nova Scotia,Lingan,18.4,LIN8,8-Aug,2300,82,98,Enercon,E-82/2300,2012,46.24338063,-60.04296733,NA
1637,Nova Scotia,Creignishrear,2,CRE1,1-Jan,2000,82,78,Enercon,E-82,2013,45.727666,-61.42591,Turbine height assumed based off turbine model
1638,Nova Scotia,Irish Mountain,2,IRM1,1-Jan,2000,82,80,Enercon,E-82,2013,45.493145,-62.624248,Turbine height estimated
1639,Nova Scotia,Parker Mountain,1.99,PKM1,1-Jan,1990,100,95,Vestas,V100,2013,44.790469,-65.493461,NA
1640,Nova Scotia,Saint Rose,1.99,STR1,1-Jan,1990,100,95,Vestas,V100,2013,46.332041,-61.180835,NA
1641,Nova Scotia,South Cape Mabou,2,SCM1,1-Jan,2000,82,78,Enercon,E-82,2013,46.150546,-61.381005,NA
1642,Nova Scotia,Spiddle Hill,1.6,SPI2,2-Feb,800,52.9,60,Enercon,E-53,2013,45.611951,-63.196884,Turbine height assumed
1643,Nova Scotia,Chebucto Pockwock,10,CHE1,5-Jan,2000,100,95,Vestas,V100/2000,2014,44.77777634,-63.84252363,NA
1644,Nova Scotia,Chebucto Pockwock,10,CHE2,5-Feb,2000,100,95,Vestas,V100/2000,2014,44.77441449,-63.84072754,NA
1645,Nova Scotia,Chebucto Pockwock,10,CHE3,5-Mar,2000,100,95,Vestas,V100/2000,2014,44.77013513,-63.83812006,NA
1646,Nova Scotia,Chebucto Pockwock,10,CHE4,5-Apr,2000,100,95,Vestas,V100/2000,2014,44.76720719,-63.83520276,NA
1647,Nova Scotia,Chebucto Pockwock,10,CHE5,5-May,2000,100,95,Vestas,V100/2000,2014,44.76368429,-63.82740175,NA
1648,Nova Scotia,Gaetz Brook,2.3,GAE1,1-Jan,2300,92,98,Enercon,E-92,2014,44.757914,-63.204633,NA
1649,Nova Scotia,Kaizer Meadow,2,KAI1,1-Jan,2000,82,80,Enercon,E-82,2014,44.727646,-64.254331,NA
1650,Nova Scotia,Little River Harbour,1.99,LRH1,1-Jan,1990,100,95,Vestas,V100,2014,43.753185,-66.03048,NA
1651,Nova Scotia,Millbrook,6,MIB1,6-Jan,2000,100,95,Vestas,V100/2000,2014,45.33012615,-63.34621711,Assumed turbine height based on similar projects/turbines
1652,Nova Scotia,Millbrook,6,MIB2,6-Feb,2000,100,95,Vestas,V100/2000,2014,45.32606442,-63.34404429,Assumed turbine height based on similar projects/turbines
1653,Nova Scotia,Millbrook,6,MIB3,6-Mar,2000,100,95,Vestas,V100/2000,2014,45.32181405,-63.34237584,Assumed turbine height based on similar projects/turbines
1654,Nova Scotia,Mulgrave,2.35,MUG1,1-Jan,2350,92,98,Enercon,E-92,2014,45.620215,-61.434952,NA
1655,Nova Scotia,Truro Heights,4,TRU1,2-Jan,2000,100,95,Vestas,V100/2000,2014,45.31781848,-63.34099094,Turbine height assumed from turbine model
1656,Nova Scotia,Truro Heights,4,TRU2,2-Feb,2000,100,95,Vestas,V100/2000,2014,45.31405982,-63.34022609,Turbine height assumed from turbine model
1657,Nova Scotia,Whynotts,4,WHY1,2-Jan,2000,100,95,Vestas,V100/2000,2014,44.407607,-64.466618,NA
1658,Nova Scotia,Whynotts,4,WHY2,2-Feb,2000,100,95,Vestas,V100/2000,2014,44.402097,-64.471814,NA
1659,Nova Scotia,Auld's Mountain,4.6,AUL1,2-Jan,2300,92,98,Enercon,E-92/2300,2015,45.59447782,-62.37471451,NA
1660,Nova Scotia,Auld's Mountain,4.6,AUL2,2-Feb,2300,92,98,Enercon,E-92/2300,2015,45.59019712,-62.37109964,NA
1661,Nova Scotia,Barrachois,4.6,BAR1,2-Jan,2300,92,98,Enercon,E-92/2300,2015,46.15839131,-60.40339451,NA
1662,Nova Scotia,Barrachois,4.6,BAR2,2-Feb,2300,92,98,Enercon,E-92/2300,2015,46.15342199,-60.40274977,NA
1663,Nova Scotia,Barrington,3.2,BAT1,2-Jan,1600,82.5,80,GE,GE 1.6-82.5,2015,43.522735,-65.666345,NA
1664,Nova Scotia,Barrington,3.2,BAT2,2-Feb,1600,82.5,80,GE,GE 1.6-82.5,2015,43.519578,-65.661655,NA
1665,Nova Scotia,Bateston,2.35,BAN1,1-Jan,2350,92,98,Enercon,E-92,2015,45.993053,-59.907585,NA
1666,Nova Scotia,Black Pond,1.99,BPO1,1-Jan,1990,100,100,Vestas,V100,2015,43.750934,-66.020473,NA
1667,Nova Scotia,Cheticamp,0.9,CHP1,1-Jan,900,44,55,Enercon,E-44,2015,46.58231,-60.974132,Turbine height assumed from turbine model
1668,Nova Scotia,Ellershouse,23.15,ELL1,10-Jan,2300,92,98,Enercon,E-92,2015,44.93137051,-64.02775475,NA
1669,Nova Scotia,Ellershouse,23.15,ELL2,10-Feb,2300,92,98,Enercon,E-92,2015,44.92908526,-64.01925687,NA
1670,Nova Scotia,Ellershouse,23.15,ELL3,10-Mar,2300,92,98,Enercon,E-92,2015,44.9305473,-64.01537542,NA
1671,Nova Scotia,Ellershouse,23.15,ELL4,10-Apr,2300,92,98,Enercon,E-92,2015,44.93188421,-64.01090518,NA
1672,Nova Scotia,Fitzpatrick,1.4,FTZ1,1-Jan,1400,82.5,80,GE,GE 1.6-82.5,2015,45.623173,-62.908047,Turbine derated from 1600 kW. Turbine height approximated from manufacturer specfications
1673,Nova Scotia,Greenfield,3.2,GFD1,2-Jan,1600,82.5,80,GE,GE 1.6-82.5,2015,45.348556,-63.139892,NA
1674,Nova Scotia,Greenfield,3.2,GFD2,2-Feb,1600,82.5,80,GE,GE 1.6-82.5,2015,45.346236,-63.14003,NA
1675,Nova Scotia,Hillside Boularderie,4.7,HBO1,2-Jan,2350,92,98,Enercon,E-92/2350,2015,46.24704763,-60.35162199,NA
1676,Nova Scotia,Hillside Boularderie,4.7,HBO2,2-Feb,2350,92,98,Enercon,E-92/2350,2015,46.24446072,-60.3483953,NA
1677,Nova Scotia,Isle Madame,1.99,ISL1,1-Jan,1990,100,100,Vestas,V100,2015,45.56767,-61.074655,NA
1678,Nova Scotia,Kemptown,5.04,KEM1,3-Jan,1680,82.5,80,GE,GE 1.6-82.5,2015,45.44757812,-63.11974998,Turbine uprated from 1600 kW
1679,Nova Scotia,Kemptown,5.04,KEM2,3-Feb,1680,82.5,80,GE,GE 1.6-82.5,2015,45.44906023,-63.11662082,Turbine uprated from 1600 kW
1680,Nova Scotia,Kemptown,5.04,KEM3,3-Mar,1680,82.5,80,GE,GE 1.6-82.5,2015,45.44930035,-63.11160763,Turbine uprated from 1600 kW
1681,Nova Scotia,Limerock,5.04,LIM1,3-Jan,1680,82.5,80,GE,GE 1.6-82.5,2015,45.53964144,-62.8161913,Turbine uprated from 1600 kW
1682,Nova Scotia,Limerock,5.04,LIM2,3-Feb,1680,82.5,80,GE,GE 1.6-82.5,2015,45.53977354,-62.82449206,Turbine uprated from 1600 kW
1683,Nova Scotia,Limerock,5.04,LIM3,3-Mar,1680,82.5,80,GE,GE 1.6-82.5,2015,45.53587365,-62.82166968,Turbine uprated from 1600 kW
1684,Nova Scotia,Martock Ridge,6,MAT1,3-Jan,2000,100,95,Vestas,V100/2000,2015,44.93176024,-64.11283359,NA
1685,Nova Scotia,Martock Ridge,6,MAT2,3-Feb,2000,100,95,Vestas,V100/2000,2015,44.9283966,-64.11725541,NA
1686,Nova Scotia,Martock Ridge,6,MAT3,3-Mar,2000,100,95,Vestas,V100/2000,2015,44.9255828,-64.12008254,NA
1687,Nova Scotia,New Glasgow (Maclellan's Brook),6.4,NGM1,4-Jan,1600,82.5,80,GE,GE 1.6-82.5,2015,45.50878694,-62.61446258,NA
1688,Nova Scotia,New Glasgow (Maclellan's Brook),6.4,NGM2,4-Feb,1600,82.5,80,GE,GE 1.6-82.5,2015,45.50625071,-62.60904436,NA
1689,Nova Scotia,New Glasgow (Maclellan's Brook),6.4,NGM3,4-Mar,1600,82.5,80,GE,GE 1.6-82.5,2015,45.50730637,-62.60236094,NA
1690,Nova Scotia,New Glasgow (Maclellan's Brook),6.4,NGM4,4-Apr,1600,82.5,80,GE,GE 1.6-82.5,2015,45.50136395,-62.60519024,NA
1691,Nova Scotia,Nine Mile River,4,NMR1,2-Jan,2000,100,100,Vestas,V100/2000,2015,45.02784,-63.65998,NA
1692,Nova Scotia,Nine Mile River,4,NMR2,2-Feb,2000,100,100,Vestas,V100/2000,2015,45.021737,-63.655205,NA
1693,Nova Scotia,North Beaver Bank Community Wind,7.96,NBB1,4-Jan,1990,100,100,Vestas,V100/2000,2015,44.9251066,-63.67802852,Turbine derated from 2000 kW
1694,Nova Scotia,North Beaver Bank Community Wind,7.96,NBB2,4-Feb,1990,100,100,Vestas,V100/2000,2015,44.91929689,-63.68075795,Turbine derated from 2000 kW
1695,Nova Scotia,North Beaver Bank Community Wind,7.96,NBB3,4-Mar,1990,100,100,Vestas,V100/2000,2015,44.91469896,-63.68184105,Turbine derated from 2000 kW
1696,Nova Scotia,North Beaver Bank Community Wind,7.96,NBB4,4-Apr,1990,100,100,Vestas,V100/2000,2015,44.91090827,-63.6813973,Turbine derated from 2000 kW
1697,Nova Scotia,Point Aconi,1.9,POA1,1-Jan,1900,82,78,Enercon,E-82,2015,46.309495,-60.311889,Assumed turbine model based on rated output. Assumed turbine height based on turbine model
1698,Nova Scotia,Sable,13.8,SLE1,6-Jan,2300,82,78,Enercon,E-82/2300,2015,45.31725467,-61.00576582,NA
1699,Nova Scotia,Sable,13.8,SLE2,6-Feb,2300,82,78,Enercon,E-82/2300,2015,45.31560829,-61.00015298,NA
1700,Nova Scotia,Sable,13.8,SLE3,6-Mar,2300,82,78,Enercon,E-82/2300,2015,45.31420294,-60.99580652,NA
1701,Nova Scotia,Sable,13.8,SLE4,6-Apr,2300,82,78,Enercon,E-82/2300,2015,45.31751495,-60.99616981,NA
1702,Nova Scotia,Sable,13.8,SLE5,6-May,2300,82,78,Enercon,E-82/2300,2015,45.31885137,-60.99091458,NA
1703,Nova Scotia,Sable,13.8,SLE6,6-Jun,2300,82,78,Enercon,E-82/2300,2015,45.31992907,-60.99488839,NA
1704,Nova Scotia,South Canoe,102,SOC1,Jan-34,3000,116,92,Acciona,AW-3000/116,2015,44.744181,-64.308751,NA
1705,Nova Scotia,South Canoe,102,SOC2,Feb-34,3000,116,92,Acciona,AW-3000/116,2015,44.74996214,-64.30772302,NA
1706,Nova Scotia,South Canoe,102,SOC3,Mar-34,3000,116,92,Acciona,AW-3000/116,2015,44.75502244,-64.31066286,NA
1707,Nova Scotia,South Canoe,102,SOC4,Apr-34,3000,116,92,Acciona,AW-3000/116,2015,44.7592175,-64.31796011,NA
1708,Nova Scotia,South Canoe,102,SOC5,May-34,3000,116,92,Acciona,AW-3000/116,2015,44.76323481,-64.31338027,NA
1709,Nova Scotia,South Canoe,102,SOC6,Jun-34,3000,116,92,Acciona,AW-3000/116,2015,44.77033545,-64.3146677,NA
1710,Nova Scotia,South Canoe,102,SOC7,Jul-34,3000,116,92,Acciona,AW-3000/116,2015,44.79233788,-64.31147803,NA
1711,Nova Scotia,South Canoe,102,SOC8,Aug-34,3000,116,92,Acciona,AW-3000/116,2015,44.79586519,-64.2997598,NA
1712,Nova Scotia,South Canoe,102,SOC9,Sep-34,3000,116,92,Acciona,AW-3000/116,2015,44.79766331,-64.30745887,NA
1713,Nova Scotia,South Canoe,102,SOC10,Oct-34,3000,116,92,Acciona,AW-3000/116,2015,44.80192119,-64.30598664,NA
1714,Nova Scotia,South Canoe,102,SOC11,Nov-34,3000,116,92,Acciona,AW-3000/116,2015,44.77040845,-64.3269795,NA
1715,Nova Scotia,South Canoe,102,SOC12,Dec-34,3000,116,92,Acciona,AW-3000/116,2015,44.744455,-64.344349,NA
1716,Nova Scotia,South Canoe,102,SOC13,13/34,3000,116,92,Acciona,AW-3000/116,2015,44.74825,-64.351408,NA
1717,Nova Scotia,South Canoe,102,SOC14,14/34,3000,116,92,Acciona,AW-3000/116,2015,44.752913,-64.339564,NA
1718,Nova Scotia,South Canoe,102,SOC15,15/34,3000,116,92,Acciona,AW-3000/116,2015,44.764081,-64.337096,NA
1719,Nova Scotia,South Canoe,102,SOC16,16/34,3000,116,92,Acciona,AW-3000/116,2015,44.769657,-64.335551,NA
1720,Nova Scotia,South Canoe,102,SOC17,17/34,3000,116,92,Acciona,AW-3000/116,2015,44.773176,-64.339092,NA
1721,Nova Scotia,South Canoe,102,SOC18,18/34,3000,116,92,Acciona,AW-3000/116,2015,44.778934,-64.336603,NA
1722,Nova Scotia,South Canoe,102,SOC19,19/34,3000,116,92,Acciona,AW-3000/116,2015,44.782482,-64.3448,NA
1723,Nova Scotia,South Canoe,102,SOC20,20/34,3000,116,92,Acciona,AW-3000/116,2015,44.767478,-64.341753,NA
1724,Nova Scotia,South Canoe,102,SOC21,21/34,3000,116,92,Acciona,AW-3000/116,2015,44.766778,-64.34937,NA
1725,Nova Scotia,South Canoe,102,SOC22,22/34,3000,116,92,Acciona,AW-3000/116,2015,44.770662,-64.349434,NA
1726,Nova Scotia,South Canoe,102,SOC23,23/34,3000,116,92,Acciona,AW-3000/116,2015,44.774714,-64.352932,NA
1727,Nova Scotia,South Canoe,102,SOC24,24/34,3000,116,92,Acciona,AW-3000/116,2015,44.779223,-64.350142,NA
1728,Nova Scotia,South Canoe,102,SOC25,25/34,3000,116,92,Acciona,AW-3000/116,2015,44.781599,-64.361279,NA
1729,Nova Scotia,South Canoe,102,SOC26,26/34,3000,116,92,Acciona,AW-3000/116,2015,44.785209,-64.355056,NA
1730,Nova Scotia,South Canoe,102,SOC27,27/34,3000,116,92,Acciona,AW-3000/116,2015,44.788407,-64.35025,NA
1731,Nova Scotia,South Canoe,102,SOC28,28/34,3000,116,92,Acciona,AW-3000/116,2015,44.789945,-64.360356,NA
1732,Nova Scotia,South Canoe,102,SOC29,29/34,3000,116,92,Acciona,AW-3000/116,2015,44.770754,-64.360399,NA
1733,Nova Scotia,South Canoe,102,SOC30,30/34,3000,116,92,Acciona,AW-3000/116,2015,44.774897,-64.372609,NA
1734,Nova Scotia,South Canoe,102,SOC31,31/34,3000,116,92,Acciona,AW-3000/116,2015,44.766244,-64.368682,NA
1735,Nova Scotia,South Canoe,102,SOC32,32/34,3000,116,92,Acciona,AW-3000/116,2015,44.760409,-64.369841,NA
1736,Nova Scotia,South Canoe,102,SOC33,33/34,3000,116,92,Acciona,AW-3000/116,2015,44.764462,-64.378638,NA
1737,Nova Scotia,South Canoe,102,SOC34,34/34,3000,116,92,Acciona,AW-3000/116,2015,44.758794,-64.382544,NA
1738,Nova Scotia,Wedgeport,1.6,WGP1,1-Jan,1600,82.5,80,GE,GE 1.6-82.5,2015,43.749672,-66.011934,NA
1739,Nova Scotia,Amherst Community Wind,6,AMC1,2-Jan,3000,92,98,Enercon,E-92/3000,2016,45.83440286,-64.14424468,NA
1740,Nova Scotia,Amherst Community Wind,6,AMC2,2-Feb,3000,92,98,Enercon,E-92/3000,2016,45.83093573,-64.14769607,NA
1741,Nova Scotia,Avondale,1.6,ADL1,1-Jan,1600,92,85,Enercon,E-92,2016,45.632541,-62.278397,NA
1742,Nova Scotia,Baddeck,1.7,BDK1,1-Jan,1700,100,100,Vestas,V100,2016,46.146833,-60.696197,Turbine derated from 2000 kW
1743,Nova Scotia,Brenton,1.99,BRN1,1-Jan,1990,100,95,Vestas,V100,2016,43.973393,-66.08307,NA
1744,Nova Scotia,Hardwood Lands Community Winds,6,HLC1,3-Jan,2000,110,95,Vestas,V110/2000,2016,45.090532,-63.529032,NA
1745,Nova Scotia,Hardwood Lands Community Winds,6,HLC2,3-Feb,2000,110,95,Vestas,V110/2000,2016,45.087963,-63.521822,NA
1746,Nova Scotia,Hardwood Lands Community Winds,6,HLC3,3-Mar,2000,110,95,Vestas,V110/2000,2016,45.095305,-63.522487,NA
1747,Nova Scotia,Ketch Harbour,4.6,KET1,3-Jan,1600,82.5,80,GE,GE 1.6-82.5,2016,44.533257,-63.611468,NA
1748,Nova Scotia,Ketch Harbour,4.6,KET2,3-Feb,1600,82.5,80,GE,GE 1.6-82.5,2016,44.536931,-63.60992,NA
1749,Nova Scotia,Ketch Harbour,4.6,KET3,3-Mar,1600,82.5,80,GE,GE 1.6-82.5,2016,44.539663,-63.611036,NA
1750,Nova Scotia,Porters lake,3.2,POR1,2-Jan,1600,82.5,80,GE,GE 1.6-82.5,2016,44.725184,-63.356877,NA
1751,Nova Scotia,Porters lake,3.2,POR2,2-Feb,1600,82.5,80,GE,GE 1.6-82.5,2016,44.726104,-63.35165,NA
1752,Nova Scotia,Walton,1.99,WAN1,1-Jan,1990,100,95,Vestas,V100,2016,45.197358,-63.968987,NA
1753,Nova Scotia,Chebucto Terence Bay,7.05,CHT1,3-Jan,2350,92,85,Enercon,E-92/2350,2017,44.502518,-63.71027,NA
1754,Nova Scotia,Chebucto Terence Bay,7.05,CHT2,3-Feb,2350,92,85,Enercon,E-92/2350,2017,44.505343,-63.711536,NA
1755,Nova Scotia,Chebucto Terence Bay,7.05,CHT3,3-Mar,2350,92,85,Enercon,E-92/2350,2017,44.508192,-63.712802,NA
1756,Nova Scotia,Ellershouse,23.15,ELL5,10-May,2300,92,98,Enercon,E-92,2017,44.93381897,-64.02907414,NA
1757,Nova Scotia,Ellershouse,23.15,ELL6,10-Jun,2300,92,98,Enercon,E-92,2017,44.92637494,-64.00532896,NA
1758,Nova Scotia,Ellershouse,23.15,ELL7,10-Jul,2300,92,98,Enercon,E-92,2017,44.92663093,-64.0016961,NA
1759,Nova Scotia,Ellershouse,23.15,ELL8,10-Aug,2300,92,98,Enercon,E-92,2017,44.918254,-64.0171986,NA
1760,Nova Scotia,Ellershouse,23.15,ELL9,10-Sep,2300,92,98,Enercon,E-92,2017,44.92125579,-64.02261021,NA
1761,Nova Scotia,Ellershouse,23.15,ELL10,10-Oct,2300,92,98,Enercon,E-92,2017,44.91817199,-64.02381217,NA
1762,Nova Scotia,Gardiner Mines (Cape Breton University),7.05,GAM1,3-Jan,2350,92,85,Enercon,E-92/2350,2017,46.19712372,-60.08033943,NA
1763,Nova Scotia,Gardiner Mines (Cape Breton University),7.05,GAM2,3-Feb,2350,92,85,Enercon,E-92/2350,2017,46.19485906,-60.08400442,NA
1764,Nova Scotia,Gardiner Mines (Cape Breton University),7.05,GAM3,3-Mar,2350,92,85,Enercon,E-92/2350,2017,46.19245809,-60.08817663,NA
1765,Nova Scotia,Liverpool,4.7,LVR1,2-Jan,2350,92,95,Enercon,E-92/2350,2017,44.09155959,-64.70850388,NA
1766,Nova Scotia,Liverpool,4.7,LVR2,2-Feb,2350,92,95,Enercon,E-92/2350,2017,44.0867459,-64.70511738,NA
1767,Nova Scotia,Pictou Landing,1.6,PUL1,1-Jan,1600,92,98,Enercon,E-92,2017,45.589575,-62.367183,Assumed turbine height based on turbine model and similar projects
1768,Nova Scotia,New Victoria Wind Turbine,2.35,NVW1,1-Jan,2350,92,98,Enercon,E-92,2017,46.243507,-60.136882,NA
1769,Nova Scotia,Pubnico Point,30.6,PUB1,17-Jan,1800,80,78,Vestas,V80/1800,2004/2005,43.60645937,-65.79561845,NA
1770,Nova Scotia,Pubnico Point,30.6,PUB2,17-Feb,1800,80,78,Vestas,V80/1800,2004/2005,43.60610238,-65.79988893,NA
1771,Nova Scotia,Pubnico Point,30.6,PUB3,17-Mar,1800,80,78,Vestas,V80/1800,2004/2005,43.60606149,-65.80442902,NA
1772,Nova Scotia,Pubnico Point,30.6,PUB4,17-Apr,1800,80,78,Vestas,V80/1800,2004/2005,43.60593439,-65.8090291,NA
1773,Nova Scotia,Pubnico Point,30.6,PUB5,17-May,1800,80,78,Vestas,V80/1800,2004/2005,43.60563107,-65.81336984,NA
1774,Nova Scotia,Pubnico Point,30.6,PUB6,17-Jun,1800,80,78,Vestas,V80/1800,2004/2005,43.60233021,-65.81269373,NA
1775,Nova Scotia,Pubnico Point,30.6,PUB7,17-Jul,1800,80,78,Vestas,V80/1800,2004/2005,43.60255135,-65.80844845,NA
1776,Nova Scotia,Pubnico Point,30.6,PUB8,17-Aug,1800,80,78,Vestas,V80/1800,2004/2005,43.60277927,-65.80409355,NA
1777,Nova Scotia,Pubnico Point,30.6,PUB9,17-Sep,1800,80,78,Vestas,V80/1800,2004/2005,43.60283729,-65.79944115,NA
1778,Nova Scotia,Pubnico Point,30.6,PUB10,17-Oct,1800,80,78,Vestas,V80/1800,2004/2005,43.60294316,-65.79523616,NA
1779,Nova Scotia,Pubnico Point,30.6,PUB11,17-Nov,1800,80,78,Vestas,V80/1800,2004/2005,43.59992782,-65.79533862,NA
1780,Nova Scotia,Pubnico Point,30.6,PUB12,17-Dec,1800,80,78,Vestas,V80/1800,2004/2005,43.59975857,-65.8001208,NA
1781,Nova Scotia,Pubnico Point,30.6,PUB13,13/17,1800,80,78,Vestas,V80/1800,2004/2005,43.59953487,-65.80482275,NA
1782,Nova Scotia,Pubnico Point,30.6,PUB14,14/17,1800,80,78,Vestas,V80/1800,2004/2005,43.59940433,-65.80962617,NA
1783,Nova Scotia,Pubnico Point,30.6,PUB15,15/17,1800,80,78,Vestas,V80/1800,2004/2005,43.5960929,-65.80743261,NA
1784,Nova Scotia,Pubnico Point,30.6,PUB16,16/17,1800,80,78,Vestas,V80/1800,2004/2005,43.59615095,-65.80315284,NA
1785,Nova Scotia,Pubnico Point,30.6,PUB17,17/17,1800,80,78,Vestas,V80/1800,2004/2005,43.59636365,-65.79899168,NA
1786,Ontario,Tiverton,0.6,TIV1,1-Jan,600,43,50,Tacke,TW 600,1995,44.312925,-81.548357,NA
1787,Ontario,OPG 7 Gomberg,1.8,OPG1,1-Jan,1800,80,78,Vestas,V80/1800,2001,43.81207421,-79.07391938,NA
1788,Ontario,Port Albert,0.66,PAL1,1-Jan,660,47,55,Vestas,V47/660,2001,43.86550986,-81.69353937,NA
1789,Ontario,Huron Wind,9,HUR1,5-Jan,1800,80,80,Vestas,V80/1800,2002,44.31102436,-81.54569363,NA
1790,Ontario,Huron Wind,9,HUR2,5-Feb,1800,80,80,Vestas,V80/1800,2002,44.31504651,-81.54256803,NA
1791,Ontario,Huron Wind,9,HUR3,5-Mar,1800,80,80,Vestas,V80/1800,2002,44.31805928,-81.54034396,NA
1792,Ontario,Huron Wind,9,HUR4,5-Apr,1800,80,80,Vestas,V80/1800,2002,44.31783086,-81.5440503,NA
1793,Ontario,Huron Wind,9,HUR5,5-May,1800,80,80,Vestas,V80/1800,2002,44.31542494,-81.54679871,NA
1794,Ontario,Exhibition Place Turbine,0.75,EPT1,1-Jan,750,52,65,Lagerwey,LW52,2003,43.6303933,-79.4247879,NA
1795,Ontario,Erie Shores,99,ERS1,Jan-66,1500,77,80,GE,GE 1.5SLE,2006,42.67072221,-80.90557495,NA
1796,Ontario,Erie Shores,99,ERS2,Feb-66,1500,77,80,GE,GE 1.5SLE,2006,42.66748088,-80.90580462,NA
1797,Ontario,Erie Shores,99,ERS3,Mar-66,1500,77,80,GE,GE 1.5SLE,2006,42.66534413,-80.90936033,NA
1798,Ontario,Erie Shores,99,ERS4,Apr-66,1500,77,80,GE,GE 1.5SLE,2006,42.66253705,-80.90722615,NA
1799,Ontario,Erie Shores,99,ERS5,May-66,1500,77,80,GE,GE 1.5SLE,2006,42.66508988,-80.90157905,NA
1800,Ontario,Erie Shores,99,ERS6,Jun-66,1500,77,80,GE,GE 1.5SLE,2006,42.66191388,-80.89728054,NA
1801,Ontario,Erie Shores,99,ERS7,Jul-66,1500,77,80,GE,GE 1.5SLE,2006,42.6608287,-80.89107187,NA
1802,Ontario,Erie Shores,99,ERS8,Aug-66,1500,77,80,GE,GE 1.5SLE,2006,42.66924735,-80.87555578,NA
1803,Ontario,Erie Shores,99,ERS9,Sep-66,1500,77,80,GE,GE 1.5SLE,2006,42.66614645,-80.88175069,NA
1804,Ontario,Erie Shores,99,ERS10,Oct-66,1500,77,80,GE,GE 1.5SLE,2006,42.66605512,-80.87551335,NA
1805,Ontario,Erie Shores,99,ERS11,Nov-66,1500,77,80,GE,GE 1.5SLE,2006,42.66268537,-80.87576332,NA
1806,Ontario,Erie Shores,99,ERS12,Dec-66,1500,77,80,GE,GE 1.5SLE,2006,42.65947566,-80.87526828,NA
1807,Ontario,Erie Shores,99,ERS13,13/66,1500,77,80,GE,GE 1.5SLE,2006,42.65861361,-80.87171358,NA
1808,Ontario,Erie Shores,99,ERS14,14/66,1500,77,80,GE,GE 1.5SLE,2006,42.66672757,-80.85906325,NA
1809,Ontario,Erie Shores,99,ERS15,15/66,1500,77,80,GE,GE 1.5SLE,2006,42.6637357,-80.85936265,NA
1810,Ontario,Erie Shores,99,ERS16,16/66,1500,77,80,GE,GE 1.5SLE,2006,42.66555972,-80.84780553,NA
1811,Ontario,Erie Shores,99,ERS17,17/66,1500,77,80,GE,GE 1.5SLE,2006,42.66158957,-80.84855184,NA
1812,Ontario,Erie Shores,99,ERS18,18/66,1500,77,80,GE,GE 1.5SLE,2006,42.66316363,-80.83933118,NA
1813,Ontario,Erie Shores,99,ERS19,19/66,1500,77,80,GE,GE 1.5SLE,2006,42.6605257,-80.83942322,NA
1814,Ontario,Erie Shores,99,ERS20,20/66,1500,77,80,GE,GE 1.5SLE,2006,42.67473324,-80.84456043,NA
1815,Ontario,Erie Shores,99,ERS21,21/66,1500,77,80,GE,GE 1.5SLE,2006,42.6716218,-80.83608371,NA
1816,Ontario,Erie Shores,99,ERS22,22/66,1500,77,80,GE,GE 1.5SLE,2006,42.66995447,-80.83106956,NA
1817,Ontario,Erie Shores,99,ERS23,23/66,1500,77,80,GE,GE 1.5SLE,2006,42.65987186,-80.82481045,NA
1818,Ontario,Erie Shores,99,ERS24,24/66,1500,77,80,GE,GE 1.5SLE,2006,42.66150625,-80.80953758,NA
1819,Ontario,Erie Shores,99,ERS25,25/66,1500,77,80,GE,GE 1.5SLE,2006,42.6473962,-80.76971258,NA
1820,Ontario,Erie Shores,99,ERS26,26/66,1500,77,80,GE,GE 1.5SLE,2006,42.65225454,-80.75798466,NA
1821,Ontario,Erie Shores,99,ERS27,27/66,1500,77,80,GE,GE 1.5SLE,2006,42.64245907,-80.76188602,NA
1822,Ontario,Erie Shores,99,ERS28,28/66,1500,77,80,GE,GE 1.5SLE,2006,42.64052117,-80.76010576,NA
