objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
5003,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL76,76/85,1500,77,80,GE,GE 1.5SLE,2009,48.69911362,-67.6582982,NA
5004,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL77,77/85,1500,77,80,GE,GE 1.5SLE,2009,48.70129208,-67.65773066,NA
5005,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL78,78/85,1500,77,80,GE,GE 1.5SLE,2009,48.70122073,-67.66368206,NA
5006,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL79,79/85,1500,77,80,GE,GE 1.5SLE,2009,48.70389117,-67.65773516,NA
5007,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL80,80/85,1500,77,80,GE,GE 1.5SLE,2009,48.70649583,-67.6556163,NA
5008,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL81,81/85,1500,77,80,GE,GE 1.5SLE,2009,48.6825261,-67.58378931,NA
5009,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL82,82/85,1500,77,80,GE,GE 1.5SLE,2009,48.68356747,-67.58009895,NA
5010,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL83,83/85,1500,77,80,GE,GE 1.5SLE,2009,48.68420979,-67.57576304,NA
5011,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL84,84/85,1500,77,80,GE,GE 1.5SLE,2009,48.68567652,-67.57224786,NA
5012,Quebec,Jardin d'Éole (Saint-Ulric Saint-Léandre),133.5,SUL85,85/85,1500,77,80,GE,GE 1.5SLE,2009,48.71525253,-67.66463115,NA
5013,Quebec,SNEEC,4.1,SNC1,2-Jan,2050,92,80,Senvion,MM92,2010,48.986696,-64.455198,NA
5014,Quebec,SNEEC,4.1,SNC2,2-Feb,2050,92,80,Senvion,MM92,2010,48.979102,-64.450452,NA
5015,Quebec,Mont Louis,100.5,MLO1,Jan-67,1500,77,80,GE,GE 1.5SLE,2011,49.22492375,-65.64702988,NA
5016,Quebec,Mont Louis,100.5,MLO2,Feb-67,1500,77,80,GE,GE 1.5SLE,2011,49.22346616,-65.65123977,NA
5017,Quebec,Mont Louis,100.5,MLO3,Mar-67,1500,77,80,GE,GE 1.5SLE,2011,49.2215011,-65.65477004,NA
5018,Quebec,Mont Louis,100.5,MLO4,Apr-67,1500,77,80,GE,GE 1.5SLE,2011,49.21299601,-65.65579459,NA
5019,Quebec,Mont Louis,100.5,MLO5,May-67,1500,77,80,GE,GE 1.5SLE,2011,49.21509037,-65.65230528,NA
5020,Quebec,Mont Louis,100.5,MLO6,Jun-67,1500,77,80,GE,GE 1.5SLE,2011,49.21725975,-65.64923283,NA
5021,Quebec,Mont Louis,100.5,MLO7,Jul-67,1500,77,80,GE,GE 1.5SLE,2011,49.21959489,-65.64655659,NA
5022,Quebec,Mont Louis,100.5,MLO8,Aug-67,1500,77,80,GE,GE 1.5SLE,2011,49.22196296,-65.64410985,NA
5023,Quebec,Mont Louis,100.5,MLO9,Sep-67,1500,77,80,GE,GE 1.5SLE,2011,49.22399394,-65.64078177,NA
5024,Quebec,Mont Louis,100.5,MLO10,Oct-67,1500,77,80,GE,GE 1.5SLE,2011,49.20853039,-65.65294509,NA
5025,Quebec,Mont Louis,100.5,MLO11,Nov-67,1500,77,80,GE,GE 1.5SLE,2011,49.2110873,-65.64025006,NA
5026,Quebec,Mont Louis,100.5,MLO12,Dec-67,1500,77,80,GE,GE 1.5SLE,2011,49.20474899,-65.63566973,NA
5027,Quebec,Mont Louis,100.5,MLO13,13/67,1500,77,80,GE,GE 1.5SLE,2011,49.2044751,-65.64473038,NA
5028,Quebec,Mont Louis,100.5,MLO14,14/67,1500,77,80,GE,GE 1.5SLE,2011,49.20291145,-65.64910966,NA
5029,Quebec,Mont Louis,100.5,MLO15,15/67,1500,77,80,GE,GE 1.5SLE,2011,49.19988675,-65.64667149,NA
5030,Quebec,Mont Louis,100.5,MLO16,16/67,1500,77,80,GE,GE 1.5SLE,2011,49.20653647,-65.63086374,NA
5031,Quebec,Mont Louis,100.5,MLO17,17/67,1500,77,80,GE,GE 1.5SLE,2011,49.20860842,-65.62821185,NA
5032,Quebec,Mont Louis,100.5,MLO18,18/67,1500,77,80,GE,GE 1.5SLE,2011,49.21103552,-65.62508515,NA
5033,Quebec,Mont Louis,100.5,MLO19,19/67,1500,77,80,GE,GE 1.5SLE,2011,49.21004892,-65.61714203,NA
5034,Quebec,Mont Louis,100.5,MLO20,20/67,1500,77,80,GE,GE 1.5SLE,2011,49.20813572,-65.62169501,NA
5035,Quebec,Mont Louis,100.5,MLO21,21/67,1500,77,80,GE,GE 1.5SLE,2011,49.20635212,-65.61003846,NA
5036,Quebec,Mont Louis,100.5,MLO22,22/67,1500,77,80,GE,GE 1.5SLE,2011,49.20258605,-65.61002887,NA
5037,Quebec,Mont Louis,100.5,MLO23,23/67,1500,77,80,GE,GE 1.5SLE,2011,49.20177662,-65.6022392,NA
5038,Quebec,Mont Louis,100.5,MLO24,24/67,1500,77,80,GE,GE 1.5SLE,2011,49.19799464,-65.60628471,NA
5039,Quebec,Mont Louis,100.5,MLO25,25/67,1500,77,80,GE,GE 1.5SLE,2011,49.19399627,-65.60571919,NA
5040,Quebec,Mont Louis,100.5,MLO26,26/67,1500,77,80,GE,GE 1.5SLE,2011,49.1961349,-65.61298746,NA
5041,Quebec,Mont Louis,100.5,MLO27,27/67,1500,77,80,GE,GE 1.5SLE,2011,49.19882798,-65.61819449,NA
5042,Quebec,Mont Louis,100.5,MLO28,28/67,1500,77,80,GE,GE 1.5SLE,2011,49.20127631,-65.61590858,NA
5043,Quebec,Mont Louis,100.5,MLO29,29/67,1500,77,80,GE,GE 1.5SLE,2011,49.19818808,-65.62726943,NA
5044,Quebec,Mont Louis,100.5,MLO30,30/67,1500,77,80,GE,GE 1.5SLE,2011,49.18850871,-65.64430607,NA
5045,Quebec,Mont Louis,100.5,MLO31,31/67,1500,77,80,GE,GE 1.5SLE,2011,49.1872174,-65.64958602,NA
5046,Quebec,Mont Louis,100.5,MLO32,32/67,1500,77,80,GE,GE 1.5SLE,2011,49.18568045,-65.65341349,NA
5047,Quebec,Mont Louis,100.5,MLO33,33/67,1500,77,80,GE,GE 1.5SLE,2011,49.18324961,-65.64448382,NA
5048,Quebec,Mont Louis,100.5,MLO34,34/67,1500,77,80,GE,GE 1.5SLE,2011,49.18121941,-65.65486485,NA
5049,Quebec,Mont Louis,100.5,MLO35,35/67,1500,77,80,GE,GE 1.5SLE,2011,49.17603758,-65.65312449,NA
5050,Quebec,Mont Louis,100.5,MLO36,36/67,1500,77,80,GE,GE 1.5SLE,2011,49.17898041,-65.62693127,NA
5051,Quebec,Mont Louis,100.5,MLO37,37/67,1500,77,80,GE,GE 1.5SLE,2011,49.17793891,-65.63947508,NA
5052,Quebec,Mont Louis,100.5,MLO38,38/67,1500,77,80,GE,GE 1.5SLE,2011,49.17508064,-65.63736601,NA
5053,Quebec,Mont Louis,100.5,MLO39,39/67,1500,77,80,GE,GE 1.5SLE,2011,49.17306725,-65.64089401,NA
5054,Quebec,Mont Louis,100.5,MLO40,40/67,1500,77,80,GE,GE 1.5SLE,2011,49.17205276,-65.65080266,NA
5055,Quebec,Mont Louis,100.5,MLO41,41/67,1500,77,80,GE,GE 1.5SLE,2011,49.17004466,-65.62301215,NA
5056,Quebec,Mont Louis,100.5,MLO42,42/67,1500,77,80,GE,GE 1.5SLE,2011,49.17162808,-65.61863216,NA
5057,Quebec,Mont Louis,100.5,MLO43,43/67,1500,77,80,GE,GE 1.5SLE,2011,49.16777163,-65.6347529,NA
5058,Quebec,Mont Louis,100.5,MLO44,44/67,1500,77,80,GE,GE 1.5SLE,2011,49.16681177,-65.63924775,NA
5059,Quebec,Mont Louis,100.5,MLO45,45/67,1500,77,80,GE,GE 1.5SLE,2011,49.16528018,-65.64421207,NA
5060,Quebec,Mont Louis,100.5,MLO46,46/67,1500,77,80,GE,GE 1.5SLE,2011,49.16260344,-65.64623437,NA
5061,Quebec,Mont Louis,100.5,MLO47,47/67,1500,77,80,GE,GE 1.5SLE,2011,49.15787383,-65.64071877,NA
5062,Quebec,Mont Louis,100.5,MLO48,48/67,1500,77,80,GE,GE 1.5SLE,2011,49.15317903,-65.63533464,NA
5063,Quebec,Mont Louis,100.5,MLO49,49/67,1500,77,80,GE,GE 1.5SLE,2011,49.15511216,-65.62960213,NA
5064,Quebec,Mont Louis,100.5,MLO50,50/67,1500,77,80,GE,GE 1.5SLE,2011,49.15407514,-65.62350904,NA
5065,Quebec,Mont Louis,100.5,MLO51,51/67,1500,77,80,GE,GE 1.5SLE,2011,49.15721496,-65.61282174,NA
5066,Quebec,Mont Louis,100.5,MLO52,52/67,1500,77,80,GE,GE 1.5SLE,2011,49.15807744,-65.60829084,NA
5067,Quebec,Mont Louis,100.5,MLO53,53/67,1500,77,80,GE,GE 1.5SLE,2011,49.15555833,-65.60359235,NA
5068,Quebec,Mont Louis,100.5,MLO54,54/67,1500,77,80,GE,GE 1.5SLE,2011,49.15136969,-65.63904037,NA
5069,Quebec,Mont Louis,100.5,MLO55,55/67,1500,77,80,GE,GE 1.5SLE,2011,49.14924177,-65.64205104,NA
5070,Quebec,Mont Louis,100.5,MLO56,56/67,1500,77,80,GE,GE 1.5SLE,2011,49.14830069,-65.64745686,NA
5071,Quebec,Mont Louis,100.5,MLO57,57/67,1500,77,80,GE,GE 1.5SLE,2011,49.22231313,-65.68632308,NA
5072,Quebec,Mont Louis,100.5,MLO58,58/67,1500,77,80,GE,GE 1.5SLE,2011,49.22390373,-65.68169279,NA
5073,Quebec,Mont Louis,100.5,MLO59,59/67,1500,77,80,GE,GE 1.5SLE,2011,49.21889824,-65.68099495,NA
5074,Quebec,Mont Louis,100.5,MLO60,60/67,1500,77,80,GE,GE 1.5SLE,2011,49.21567881,-65.68316766,NA
5075,Quebec,Mont Louis,100.5,MLO61,61/67,1500,77,80,GE,GE 1.5SLE,2011,49.19803761,-65.66229731,NA
5076,Quebec,Mont Louis,100.5,MLO62,62/67,1500,77,80,GE,GE 1.5SLE,2011,49.19693812,-65.66738108,NA
5077,Quebec,Mont Louis,100.5,MLO63,63/67,1500,77,80,GE,GE 1.5SLE,2011,49.19498463,-65.6709176,NA
5078,Quebec,Mont Louis,100.5,MLO64,64/67,1500,77,80,GE,GE 1.5SLE,2011,49.1911837,-65.6603082,NA
5079,Quebec,Mont Louis,100.5,MLO65,65/67,1500,77,80,GE,GE 1.5SLE,2011,49.18824002,-65.65729097,NA
5080,Quebec,Mont Louis,100.5,MLO66,66/67,1500,77,80,GE,GE 1.5SLE,2011,49.18647791,-65.66133913,NA
5081,Quebec,Mont Louis,100.5,MLO67,67/67,1500,77,80,GE,GE 1.5SLE,2011,49.21045397,-65.69191808,NA
5082,Quebec,Montagne-Sèche,58.5,MSH1,Jan-39,1500,77,80,GE,GE 1.5SLE,2011,49.1814148,-64.93554093,NA
5083,Quebec,Montagne-Sèche,58.5,MSH2,Feb-39,1500,77,80,GE,GE 1.5SLE,2011,49.1804399,-64.93132299,NA
5084,Quebec,Montagne-Sèche,58.5,MSH3,Mar-39,1500,77,80,GE,GE 1.5SLE,2011,49.18124253,-64.94380245,NA
5085,Quebec,Montagne-Sèche,58.5,MSH4,Apr-39,1500,77,80,GE,GE 1.5SLE,2011,49.18055916,-64.94668309,NA
5086,Quebec,Montagne-Sèche,58.5,MSH5,May-39,1500,77,80,GE,GE 1.5SLE,2011,49.17894198,-64.94952181,NA
5087,Quebec,Montagne-Sèche,58.5,MSH6,Jun-39,1500,77,80,GE,GE 1.5SLE,2011,49.17818922,-64.92188058,NA
5088,Quebec,Montagne-Sèche,58.5,MSH7,Jul-39,1500,77,80,GE,GE 1.5SLE,2011,49.1769204,-64.9243239,NA
5089,Quebec,Montagne-Sèche,58.5,MSH8,Aug-39,1500,77,80,GE,GE 1.5SLE,2011,49.1755893,-64.92876374,NA
5090,Quebec,Montagne-Sèche,58.5,MSH9,Sep-39,1500,77,80,GE,GE 1.5SLE,2011,49.17508017,-64.93217503,NA
5091,Quebec,Montagne-Sèche,58.5,MSH10,Oct-39,1500,77,80,GE,GE 1.5SLE,2011,49.17217023,-64.92205188,NA
5092,Quebec,Montagne-Sèche,58.5,MSH11,Nov-39,1500,77,80,GE,GE 1.5SLE,2011,49.17347691,-64.919704,NA
5093,Quebec,Montagne-Sèche,58.5,MSH12,Dec-39,1500,77,80,GE,GE 1.5SLE,2011,49.1743166,-64.91473068,NA
5094,Quebec,Montagne-Sèche,58.5,MSH13,13/39,1500,77,80,GE,GE 1.5SLE,2011,49.17627371,-64.91326632,NA
5095,Quebec,Montagne-Sèche,58.5,MSH14,14/39,1500,77,80,GE,GE 1.5SLE,2011,49.17647995,-64.90951987,NA
5096,Quebec,Montagne-Sèche,58.5,MSH15,15/39,1500,77,80,GE,GE 1.5SLE,2011,49.17719426,-64.90628421,NA
5097,Quebec,Montagne-Sèche,58.5,MSH16,16/39,1500,77,80,GE,GE 1.5SLE,2011,49.17020096,-64.90783328,NA
5098,Quebec,Montagne-Sèche,58.5,MSH17,17/39,1500,77,80,GE,GE 1.5SLE,2011,49.16999102,-64.90371757,NA
5099,Quebec,Montagne-Sèche,58.5,MSH18,18/39,1500,77,80,GE,GE 1.5SLE,2011,49.1733656,-64.90122884,NA
5100,Quebec,Montagne-Sèche,58.5,MSH19,19/39,1500,77,80,GE,GE 1.5SLE,2011,49.17344545,-64.89667053,NA
5101,Quebec,Montagne-Sèche,58.5,MSH20,20/39,1500,77,80,GE,GE 1.5SLE,2011,49.17327295,-64.89204908,NA
5102,Quebec,Montagne-Sèche,58.5,MSH21,21/39,1500,77,80,GE,GE 1.5SLE,2011,49.17348901,-64.88816803,NA
5103,Quebec,Montagne-Sèche,58.5,MSH22,22/39,1500,77,80,GE,GE 1.5SLE,2011,49.17159856,-64.8834773,NA
5104,Quebec,Montagne-Sèche,58.5,MSH23,23/39,1500,77,80,GE,GE 1.5SLE,2011,49.18780258,-64.96102296,NA
5105,Quebec,Montagne-Sèche,58.5,MSH24,24/39,1500,77,80,GE,GE 1.5SLE,2011,49.18612052,-64.96236759,NA
5106,Quebec,Montagne-Sèche,58.5,MSH25,25/39,1500,77,80,GE,GE 1.5SLE,2011,49.1876121,-64.97036449,NA
5107,Quebec,Montagne-Sèche,58.5,MSH26,26/39,1500,77,80,GE,GE 1.5SLE,2011,49.18907138,-64.96839434,NA
5108,Quebec,Montagne-Sèche,58.5,MSH27,27/39,1500,77,80,GE,GE 1.5SLE,2011,49.18726767,-64.97708314,NA
5109,Quebec,Montagne-Sèche,58.5,MSH28,28/39,1500,77,80,GE,GE 1.5SLE,2011,49.18592825,-64.97948733,NA
5110,Quebec,Montagne-Sèche,58.5,MSH29,29/39,1500,77,80,GE,GE 1.5SLE,2011,49.19126077,-64.98036329,NA
5111,Quebec,Montagne-Sèche,58.5,MSH30,30/39,1500,77,80,GE,GE 1.5SLE,2011,49.19031463,-64.9831347,NA
5112,Quebec,Montagne-Sèche,58.5,MSH31,31/39,1500,77,80,GE,GE 1.5SLE,2011,49.18895157,-64.98604579,NA
5113,Quebec,Montagne-Sèche,58.5,MSH32,32/39,1500,77,80,GE,GE 1.5SLE,2011,49.1874078,-64.98823752,NA
5114,Quebec,Montagne-Sèche,58.5,MSH33,33/39,1500,77,80,GE,GE 1.5SLE,2011,49.19343281,-65.00100105,NA
5115,Quebec,Montagne-Sèche,58.5,MSH34,34/39,1500,77,80,GE,GE 1.5SLE,2011,49.19127825,-65.00169897,NA
5116,Quebec,Montagne-Sèche,58.5,MSH35,35/39,1500,77,80,GE,GE 1.5SLE,2011,49.18777853,-65.00637409,NA
5117,Quebec,Montagne-Sèche,58.5,MSH36,36/39,1500,77,80,GE,GE 1.5SLE,2011,49.18024913,-65.00726913,NA
5118,Quebec,Montagne-Sèche,58.5,MSH37,37/39,1500,77,80,GE,GE 1.5SLE,2011,49.18119837,-65.00311966,NA
5119,Quebec,Montagne-Sèche,58.5,MSH38,38/39,1500,77,80,GE,GE 1.5SLE,2011,49.18083731,-64.99776129,NA
5120,Quebec,Montagne-Sèche,58.5,MSH39,39/39,1500,77,80,GE,GE 1.5SLE,2011,49.1769441,-64.99386124,NA
5121,Quebec,Le Plateau I,159.75,LPL1,Jan-69,2310,71,84,Enercon,E-72 E4,2012,48.0022481,-67.4162993,NA
5122,Quebec,Le Plateau I,159.75,LPL2,Feb-69,2310,71,84,Enercon,E-72 E4,2012,48.00167976,-67.41930735,NA
5123,Quebec,Le Plateau I,159.75,LPL3,Mar-69,2310,71,84,Enercon,E-72 E4,2012,48.0009004,-67.42229877,NA
5124,Quebec,Le Plateau I,159.75,LPL4,Apr-69,2310,71,84,Enercon,E-72 E4,2012,48.00263484,-67.43579357,NA
5125,Quebec,Le Plateau I,159.75,LPL5,May-69,2310,71,84,Enercon,E-72 E4,2012,48.00262338,-67.43948042,NA
5126,Quebec,Le Plateau I,159.75,LPL6,Jun-69,2310,71,84,Enercon,E-72 E4,2012,48.00389971,-67.45092864,NA
5127,Quebec,Le Plateau I,159.75,LPL7,Jul-69,2310,71,84,Enercon,E-72 E4,2012,48.0010603,-67.4527005,NA
5128,Quebec,Le Plateau I,159.75,LPL8,Aug-69,2310,71,84,Enercon,E-72 E4,2012,47.9976877,-67.46456769,NA
5129,Quebec,Le Plateau I,159.75,LPL9,Sep-69,2310,71,84,Enercon,E-72 E4,2012,47.99536938,-67.46559626,NA
5130,Quebec,Le Plateau I,159.75,LPL10,Oct-69,2310,71,84,Enercon,E-72 E4,2012,47.99277942,-67.46564765,NA
5131,Quebec,Le Plateau I,159.75,LPL11,Nov-69,2310,71,84,Enercon,E-72 E4,2012,48.00318365,-67.47923295,NA
5132,Quebec,Le Plateau I,159.75,LPL12,Dec-69,2310,71,84,Enercon,E-72 E4,2012,48.00322477,-67.48282567,NA
5133,Quebec,Le Plateau I,159.75,LPL13,13/69,2310,71,84,Enercon,E-72 E4,2012,48.00155038,-67.48447526,NA
5134,Quebec,Le Plateau I,159.75,LPL14,14/69,2310,71,84,Enercon,E-72 E4,2012,47.99867242,-67.48353279,NA
5135,Quebec,Le Plateau I,159.75,LPL15,15/69,2310,71,84,Enercon,E-72 E4,2012,47.98598559,-67.51414976,NA
5136,Quebec,Le Plateau I,159.75,LPL16,16/69,2310,71,84,Enercon,E-72 E4,2012,47.98389561,-67.50995442,NA
5137,Quebec,Le Plateau I,159.75,LPL17,17/69,2310,71,84,Enercon,E-72 E4,2012,47.98592694,-67.50850671,NA
5138,Quebec,Le Plateau I,159.75,LPL18,18/69,2310,71,84,Enercon,E-72 E4,2012,47.98949834,-67.49681266,NA
5139,Quebec,Le Plateau I,159.75,LPL19,19/69,2310,71,84,Enercon,E-72 E4,2012,47.99830586,-67.49778704,NA
5140,Quebec,Le Plateau I,159.75,LPL20,20/69,2310,71,84,Enercon,E-72 E4,2012,48.00756006,-67.50367792,NA
5141,Quebec,Le Plateau I,159.75,LPL21,21/69,2310,71,84,Enercon,E-72 E4,2012,48.01074927,-67.50417905,NA
5142,Quebec,Le Plateau I,159.75,LPL22,22/69,2310,71,84,Enercon,E-72 E4,2012,48.01450841,-67.50341574,NA
5143,Quebec,Le Plateau I,159.75,LPL23,23/69,2310,71,84,Enercon,E-72 E4,2012,48.01682347,-67.4985841,NA
5144,Quebec,Le Plateau I,159.75,LPL24,24/69,2310,71,84,Enercon,E-72 E4,2012,48.01788743,-67.49596294,NA
5145,Quebec,Le Plateau I,159.75,LPL25,25/69,2310,71,84,Enercon,E-72 E4,2012,48.01864694,-67.49247354,NA
5146,Quebec,Le Plateau I,159.75,LPL26,26/69,2310,71,84,Enercon,E-72 E4,2012,48.09968216,-67.44931619,NA
5147,Quebec,Le Plateau I,159.75,LPL27,27/69,2310,71,84,Enercon,E-72 E4,2012,48.09726139,-67.4500885,NA
5148,Quebec,Le Plateau I,159.75,LPL28,28/69,2310,71,84,Enercon,E-72 E4,2012,48.09442955,-67.4497273,NA
5149,Quebec,Le Plateau I,159.75,LPL29,29/69,2310,71,84,Enercon,E-72 E4,2012,48.09772565,-67.44430338,NA
5150,Quebec,Le Plateau I,159.75,LPL30,30/69,2310,71,84,Enercon,E-72 E4,2012,48.09626724,-67.43870938,NA
5151,Quebec,Le Plateau I,159.75,LPL31,31/69,2310,71,84,Enercon,E-72 E4,2012,48.09774951,-67.43600449,NA
5152,Quebec,Le Plateau I,159.75,LPL32,32/69,2310,71,84,Enercon,E-72 E4,2012,48.09845762,-67.43253922,NA
5153,Quebec,Le Plateau I,159.75,LPL33,33/69,2310,71,84,Enercon,E-72 E4,2012,48.09612595,-67.42687168,NA
5154,Quebec,Le Plateau I,159.75,LPL34,34/69,2310,71,84,Enercon,E-72 E4,2012,48.09633236,-67.42164051,NA
5155,Quebec,Le Plateau I,159.75,LPL35,35/69,2310,71,84,Enercon,E-72 E4,2012,48.0953046,-67.4160538,NA
5156,Quebec,Le Plateau I,159.75,LPL36,36/69,2310,71,84,Enercon,E-72 E4,2012,48.09614578,-67.41277742,NA
5157,Quebec,Le Plateau I,159.75,LPL37,37/69,2310,71,84,Enercon,E-72 E4,2012,48.08395953,-67.45381804,NA
5158,Quebec,Le Plateau I,159.75,LPL38,38/69,2310,71,84,Enercon,E-72 E4,2012,48.0842239,-67.45879253,NA
5159,Quebec,Le Plateau I,159.75,LPL39,39/69,2310,71,84,Enercon,E-72 E4,2012,48.08052166,-67.45874436,NA
5160,Quebec,Le Plateau I,159.75,LPL40,40/69,2310,71,84,Enercon,E-72 E4,2012,48.0785664,-67.45960972,NA
5161,Quebec,Le Plateau I,159.75,LPL41,41/69,2310,71,84,Enercon,E-72 E4,2012,48.06424172,-67.41457743,NA
5162,Quebec,Le Plateau I,159.75,LPL42,42/69,2310,71,84,Enercon,E-72 E4,2012,48.05949237,-67.41273149,NA
5163,Quebec,Le Plateau I,159.75,LPL43,43/69,2310,71,84,Enercon,E-72 E4,2012,48.06253692,-67.42723999,NA
5164,Quebec,Le Plateau I,159.75,LPL44,44/69,2310,71,84,Enercon,E-72 E4,2012,48.06152314,-67.43023281,NA
5165,Quebec,Le Plateau I,159.75,LPL45,45/69,2310,71,84,Enercon,E-72 E4,2012,48.05996523,-67.4319934,NA
5166,Quebec,Le Plateau I,159.75,LPL46,46/69,2310,71,84,Enercon,E-72 E4,2012,48.05191805,-67.42850977,NA
5167,Quebec,Le Plateau I,159.75,LPL47,47/69,2310,71,84,Enercon,E-72 E4,2012,48.05055784,-67.43057956,NA
5168,Quebec,Le Plateau I,159.75,LPL48,48/69,2310,71,84,Enercon,E-72 E4,2012,48.11818954,-67.41275827,NA
5169,Quebec,Le Plateau I,159.75,LPL49,49/69,2310,71,84,Enercon,E-72 E4,2012,48.1175815,-67.41570761,NA
5170,Quebec,Le Plateau I,159.75,LPL50,50/69,2310,71,84,Enercon,E-72 E4,2012,48.11604933,-67.41785047,NA
5171,Quebec,Le Plateau I,159.75,LPL51,51/69,2310,71,84,Enercon,E-72 E4,2012,48.11438787,-67.41995433,NA
5172,Quebec,Le Plateau I,159.75,LPL52,52/69,2310,71,84,Enercon,E-72 E4,2012,48.11252296,-67.4216582,NA
5173,Quebec,Le Plateau I,159.75,LPL53,53/69,2310,71,84,Enercon,E-72 E4,2012,48.10971855,-67.42075108,NA
5174,Quebec,Le Plateau I,159.75,LPL54,54/69,2310,71,84,Enercon,E-72 E4,2012,48.110773,-67.409416,NA
5175,Quebec,Le Plateau I,159.75,LPL55,55/69,2310,71,84,Enercon,E-72 E4,2012,48.112354,-67.400104,NA
5176,Quebec,Le Plateau I,159.75,LPL56,56/69,2310,71,84,Enercon,E-72 E4,2012,48.064018,-67.411012,NA
5177,Quebec,Le Plateau I,159.75,LPL57,57/69,2310,71,84,Enercon,E-72 E4,2012,48.065485,-67.405132,NA
5178,Quebec,Le Plateau I,159.75,LPL58,58/69,2310,71,84,Enercon,E-72 E4,2012,48.065456,-67.400669,NA
5179,Quebec,Le Plateau I,159.75,LPL59,59/69,2310,71,84,Enercon,E-72 E4,2012,48.066377,-67.390283,NA
5180,Quebec,Le Plateau I,159.75,LPL60,60/69,2310,71,84,Enercon,E-72 E4,2012,48.097025,-67.409848,NA
5181,Quebec,Montérégie,101.2,MGE1,Jan-44,2300,82,98,Enercon,E-82,2012,45.28064006,-73.70338245,NA
5182,Quebec,Montérégie,101.2,MGE2,Feb-44,2300,82,98,Enercon,E-82,2012,45.2763482,-73.70561296,NA
5183,Quebec,Montérégie,101.2,MGE3,Mar-44,2300,82,98,Enercon,E-82,2012,45.27132793,-73.70804157,NA
5184,Quebec,Montérégie,101.2,MGE4,Apr-44,2300,82,98,Enercon,E-82,2012,45.26230655,-73.71257428,NA
5185,Quebec,Montérégie,101.2,MGE5,May-44,2300,82,98,Enercon,E-82,2012,45.27687818,-73.72165157,NA
5186,Quebec,Montérégie,101.2,MGE6,Jun-44,2300,82,98,Enercon,E-82,2012,45.27381421,-73.72343277,NA
5187,Quebec,Montérégie,101.2,MGE7,Jul-44,2300,82,98,Enercon,E-82,2012,45.26992173,-73.72570449,NA
5188,Quebec,Montérégie,101.2,MGE8,Aug-44,2300,82,98,Enercon,E-82,2012,45.26659361,-73.72837759,NA
5189,Quebec,Montérégie,101.2,MGE9,Sep-44,2300,82,98,Enercon,E-82,2012,45.26297277,-73.73043758,NA
5190,Quebec,Montérégie,101.2,MGE10,Oct-44,2300,82,98,Enercon,E-82,2012,45.27800898,-73.67000006,NA
5191,Quebec,Montérégie,101.2,MGE11,Nov-44,2300,82,98,Enercon,E-82,2012,45.27465028,-73.67262368,NA
5192,Quebec,Montérégie,101.2,MGE12,Dec-44,2300,82,98,Enercon,E-82,2012,45.27081546,-73.67570236,NA
5193,Quebec,Montérégie,101.2,MGE13,13/44,2300,82,98,Enercon,E-82,2012,45.29831726,-73.64567915,NA
5194,Quebec,Montérégie,101.2,MGE14,14/44,2300,82,98,Enercon,E-82,2012,45.30620807,-73.64317709,NA
5195,Quebec,Montérégie,101.2,MGE15,15/44,2300,82,98,Enercon,E-82,2012,45.31179247,-73.64792519,NA
5196,Quebec,Montérégie,101.2,MGE16,16/44,2300,82,98,Enercon,E-82,2012,45.31388822,-73.64715641,NA
5197,Quebec,Montérégie,101.2,MGE17,17/44,2300,82,98,Enercon,E-82,2012,45.31603862,-73.64566998,NA
5198,Quebec,Montérégie,101.2,MGE18,18/44,2300,82,98,Enercon,E-82,2012,45.31842436,-73.64325358,NA
5199,Quebec,Montérégie,101.2,MGE19,19/44,2300,82,98,Enercon,E-82,2012,45.32000592,-73.64085136,NA
5200,Quebec,Montérégie,101.2,MGE20,20/44,2300,82,98,Enercon,E-82,2012,45.30927105,-73.64056936,NA
5201,Quebec,Montérégie,101.2,MGE21,21/44,2300,82,98,Enercon,E-82,2012,45.31232953,-73.63776488,NA
5202,Quebec,Montérégie,101.2,MGE22,22/44,2300,82,98,Enercon,E-82,2012,45.30022749,-73.64128594,NA
5203,Quebec,Montérégie,101.2,MGE23,23/44,2300,82,98,Enercon,E-82,2012,45.30257441,-73.6370215,NA
5204,Quebec,Montérégie,101.2,MGE24,24/44,2300,82,98,Enercon,E-82,2012,45.3052232,-73.63248458,NA
5205,Quebec,Montérégie,101.2,MGE25,25/44,2300,82,98,Enercon,E-82,2012,45.30890814,-73.62548159,NA
